qid,domain,model,setting,em_majority,f1_median,latency_median_ms,refusal_any,invalid_any,stability_mad_f1
SCI003,science,llama31_8b,para_dist,1,1.0,924.0,0,0,0.0
SCI004,science,llama31_8b,dist,1,1.0,1011.0,0,0,0.0
SCI004,science,llama31_8b,gold,1,1.0,772.0,0,0,0.0
SCI004,science,llama31_8b,para,1,1.0,820.0,0,0,0.0
SCI004,science,llama31_8b,para_dist,1,1.0,877.0,0,0,0.0
SCI005,science,llama31_8b,dist,0,0.6666666666666666,961.0,0,0,0.0
SCI005,science,llama31_8b,gold,1,1.0,864.0,0,0,0.0
SCI005,science,llama31_8b,para,1,1.0,799.0,0,0,0.0
SCI005,science,llama31_8b,para_dist,0,0.6666666666666666,819.0,0,0,0.0
SCI006,science,llama31_8b,dist,1,1.0,818.0,0,0,0.0
SCI006,science,llama31_8b,gold,1,1.0,776.0,0,0,0.0
SCI006,science,llama31_8b,para,1,1.0,740.0,0,0,0.0
SCI006,science,llama31_8b,para_dist,1,1.0,825.0,0,0,0.0
SCI007,science,llama31_8b,dist,1,1.0,922.0,0,0,0.0
SCI007,science,llama31_8b,gold,1,1.0,877.0,0,0,0.0
SCI007,science,llama31_8b,para,1,1.0,939.0,0,0,0.0
SCI007,science,llama31_8b,para_dist,1,1.0,1010.0,0,0,0.0
SCI008,science,llama31_8b,dist,1,1.0,922.0,0,0,0.0
SCI008,science,llama31_8b,gold,1,1.0,832.0,0,0,0.0
SCI008,science,llama31_8b,para,1,1.0,869.0,0,0,0.0
SCI008,science,llama31_8b,para_dist,1,1.0,920.0,0,0,0.0
SCI009,science,llama31_8b,dist,1,1.0,922.0,0,0,0.0
SCI009,science,llama31_8b,gold,1,1.0,923.0,0,0,0.0
SCI009,science,llama31_8b,para,1,1.0,906.0,0,0,0.0
SCI009,science,llama31_8b,para_dist,1,1.0,922.0,0,0,0.0
SCI010,science,llama31_8b,dist,0,0.6666666666666666,723.0,0,0,0.0
SCI010,science,llama31_8b,gold,0,0.6666666666666666,922.0,0,0,0.0
SCI010,science,llama31_8b,para,1,1.0,726.0,0,0,0.0
SCI010,science,llama31_8b,para_dist,1,1.0,921.0,0,0,0.0
